Author,Editor,DLL Work Authority Record(s),Title,Place,Publisher,Date,Url,Publication Year,Num Pages,Number Of Volumes,Short Title,Series,Archive,Library Catalog,Manual Tags,Automatic Tags
45932 : Velleius Paterculus,"89461 : Haase, Friedrich, 1808-1867",,M. Vellei Paterculi ex Historiae romanae ad M. Vinicium cos. libris duobus quae supersunt.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/008886310,1884,124 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
45932 : Velleius Paterculus,"89461 : Haase, Friedrich, 1808-1867",,M. Vellei Paterculi ex Historiae romanae ad M. Vinicium cos. libris duobus quae supersunt,Lipsiae,B. G. Teubner,1851,https://catalog.hathitrust.org/Record/012304026,1851,124 p.,,,,Hathi Trust,University of Minnesota,,
45932 : Velleius Paterculus,"89461 : Haase, Friedrich, 1808-1867",,M. Vellei Paterculi ex Historiae Romanae ...,Lipsiae,B. G. Teubner,1884,https://catalog.hathitrust.org/Record/001810350,1884,124 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
45037 : Martial,,,M. Valerii Martialis Epigrammaton libri.,,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/012445046,1896,407 p.,,,,Hathi Trust,Cornell University,,
45037 : Martial,"Gilbert, Walther, 1851-",,M. Valerii Martialis Epigrammaton libri.,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100644170,1907,407 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
45037 : Martial,"Gilbert, Walther, 1851-",,M. Valerii Martialis Epigrammaton libri.,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/006792405,1901,407 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University,Epigrams.,
45037 : Martial,"Gilbert, Walther, 1851-",,M. Valerii Martialis Epigrammaton libri.,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/009775025,1896,407 p.,,,,Hathi Trust,Harvard University,"Rome; Poetry.; fast; Epigrams, Latin.; Epigrams.",
45037 : Martial,"Gilbert, Walther, 1851-",,M. Valerii Martialis Epigrammaton libri,Lipsiae,B. G. Teubner,1886,https://catalog.hathitrust.org/Record/011742582,1886,407 p.,,,,Hathi Trust,Cornell University,,
45037 : Martial,"84175 : Schneidewin, Friedrich Wilhelm, 1810-1856",,M. Val. Martialis Epigrammaton libri.,Lipsiae,sumptibus et typis B. G. Teubneri,1861,https://catalog.hathitrust.org/Record/011536180,1861,379 p.,,,,Hathi Trust,Harvard University,,
45037 : Martial,"84175 : Schneidewin, Friedrich Wilhelm, 1810-1856",,M. Val. Martialis Epigrammaton libri,Lipsiae,sumptibus et typis B. G. Teubneri,1853,https://catalog.hathitrust.org/Record/101745757,1853,379 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,,
45037 : Martial,"84175 : Schneidewin, Friedrich Wilhelm, 1810-1856",,M. Val. Martialis Epigrammaton libri,Lipsiae,sumptibus et typis B. G. Teubneri,1876,https://catalog.hathitrust.org/Record/100346337,1876,379 p.,,,,Hathi Trust,Harvard University,Latin.; Epigrams,
"45036 : Cicero, Marcus Tullius","Gast, Ernst-Reinhard 1842-1904",,"M. Tullius Ciceros erste, vierte und vierzehnte Philippische Rede: für den Schulgebrauch",Leipzig,B. G. Teubner,1891,https://catalog.hathitrust.org/Record/008009835,1891,,,,,Hathi Trust,University of California,,
"45036 : Cicero, Marcus Tullius","Davies, John, 1679-1732; Moser, Georg Heinrich, 1780-1858",,M. Tullii Ciceronis Tusculanarum disputationum. libri quinque,Hanoverae,A. Hahn,1836,https://catalog.hathitrust.org/Record/008521436,1836,,3 v.,,,Hathi Trust,University of California,COPIED TO NOT TEUBNER,
"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,M. Tullii Ciceronis Tusculanarum disputationum libri quinque.,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/008521396,1891,,,,,Hathi Trust,University of California,,
"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,M. Tullii Ciceronis Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1878,https://catalog.hathitrust.org/Record/011712619,1878,,6 v.,,,Hathi Trust,Cornell University,,
"45036 : Cicero, Marcus Tullius","89575 : Klotz, Reinhold, 1807-1870",,M. Tullii Ciceronis Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1853,https://catalog.hathitrust.org/Record/009407220,1853,,5 v.,,,Hathi Trust,Princeton University,,
"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,M. Tullii Ciceronis Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/100645255,1889,,9 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
"45036 : Cicero, Marcus Tullius","La Sale, Antoine de, 1385?-1461?; Knoellinger, Hermann, 1883-1914; Friedrich, Wilhelm; 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,M. Tullii Ciceronis Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100485587,1898,,10 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,M. Tullii Ciceronis Scripta quae manserunt omnia,Lipsiae,B. G. Teubner,1889,https://catalog.hathitrust.org/Record/012297010,1889,,4 v.,,,Hathi Trust,Pennsylvania State University,,
"45036 : Cicero, Marcus Tullius","Wesenberg, Albert Sadolin, 1804-1876; 89575 : Klotz, Reinhold, 1807-1870",,M. Tullii Ciceronis Scripta quae manserunt omnia,Lipsiae,sumptibus et typis B. G. Teubneri,1861,https://catalog.hathitrust.org/Record/009780231,1861,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,,
"45254 : Livy; 44929 : Obsequens, Julius","89699 : Rossbach, Otto, 1858-1931",,"T. Livi Periochae omnivm librorvm, Fragmenta Oxyrhynchi reperta, Ivlii Obseqventis Prodigiorvm liber",Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/001808928,1910,201 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,"Rome; History; Manuscripts, Latin (Papyri)",
45254 : Livy,"Frey, Joseph, 1834-1910",,Titi Livi Ab vrbe condita liber I [-II] fur den Schulgebrauch,Leipzig,B. G. Teubner,1865,https://catalog.hathitrust.org/Record/100464680,1865,,2 v.,,,Hathi Trust,Columbia University,,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,"Titi Livi Ab urbe condita libri. Pars 1, libri 1-10",Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/100674183,1901,230 p.,,,,Hathi Trust,University of Minnesota,,
45254 : Livy,"84095 : Hertz, Martin",,Titi Livi ab urbe condita libri.,Lipsiae,ex officina Bernhardi Tauchnitz,1857,https://catalog.hathitrust.org/Record/001808914,1857,,4 v.,,,Hathi Trust,University of California,COPIED TO NOT TEUBNER,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/011595823,1908,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,,
,"Chatelain, Émile, 1851-1933",,Vncialis scriptvra codicvm latinorvm novis exemplis illvstrata ...,Lutetiae Parisiorum,apud H. Welter,1901,https://catalog.hathitrust.org/Record/001757115,1901,182 p.,,,,Hathi Trust,University of California,"COPIED TO NOT TEUBNER; Manuscripts, Latin; Facsimiles.; Paleography, Latin",
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri.,Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/011595822,1894,,5 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100346276,1908,,,,,Hathi Trust,Harvard University,,
45254 : Livy,,,Titi Livi Ab urbe condita libri.,Lipsiae,B. G. Teubner,1891,https://catalog.hathitrust.org/Record/011712411,1891,,6 v.,,,Hathi Trust,Harvard University,,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri.,Lipsiae,B. G. Teubner,1892,https://catalog.hathitrust.org/Record/100837178,1892,,6 v.,,,Hathi Trust,University of Iowa,,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri.,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/100639395,1905,,6 v.,,,Hathi Trust,University of California,,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi ab urbe condita libri.,Lipsiae,B. G. Teubner,1898,https://catalog.hathitrust.org/Record/008900044,1898,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
45254 : Livy,"84095 : Hertz, Martin",,Titi Livi Ab urbe condita libri.,Lipsiae,ex officina Bernhardi Tauchnitz,1857,https://catalog.hathitrust.org/Record/008297633,1857,,4 v.,,,Hathi Trust,University of California,Rome; COPIED TO NOT TEUBNER; History.,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri,Lipsiae,B. G. Teubner,1901,https://catalog.hathitrust.org/Record/100570459,1901,,4 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign,,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri,Lipsiae,B. G. Teubner,1898,https://catalog.hathitrust.org/Record/006792413,1898,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University,,
45254 : Livy,"Heraeus, W. (Wilhelm), 1862-1938; 84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri,Lipsiae,B. G. Teubner,1908,https://catalog.hathitrust.org/Record/001769267,1908,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,Rome; History.,
45254 : Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi ab urbe condita libri,Lipsiae,B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/009789882,1889,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,Rome; History.,
45254 : Livy,"84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri,Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/100165395,1877,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,The Ohio State University,,
45254 : Livy,"84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi Ab urbe condita libri,Lipsiae,B. G. Teubner,1894,https://catalog.hathitrust.org/Record/100609182,1894,,6 v.,,,Hathi Trust,University of California,,
45254 : Livy,"84187 : Weissenborn, Wilhelm, 1803-1878",,Titi Livi ab urbe condita libri,Lipsiae,B. G. Teubneri,1883,https://catalog.hathitrust.org/Record/003597466,1883,,2 v.,,,Hathi Trust,Harvard University,,
45254 : Livy,"84128 : Müller, Moritz, 1854-",,Titi Livi Ab urbe condita Liber I. Für den Schulgebrauch,Leipzig,B. G. Teubner,1875,https://catalog.hathitrust.org/Record/100509897,1875,164 p.,,,,Hathi Trust,Harvard University,,
45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,Tibulli libri quattuor,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100391311,1884,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
"49624 : Donatus, Tiberius Claudius","Brummer, Jacob; Georges, Heinrich, 1852-1921",,Tiberi Claudi Donati ad Tiberium Claudium Maximum Donatianum filium suum interpretationes Vergilianae.,Lipsiae,in aedibus B. G. Teubneri,1969,https://catalog.hathitrust.org/Record/001221559,1969,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
45254 : Livy,"89697 : Madvig, J. N. (Johan Nikolai), 1804-1886",,Titi Livii Historiarum romanorum libri qui supersunt,Hauniae,Sumptibus Librariae Gyldendalianae (F. Hegel),1861,https://catalog.hathitrust.org/Record/100464681,1861,,4 v.,,,Hathi Trust,Columbia University,COPIED TO NOT TEUBNER,
84035 : Aeschylus,"Weil, Henri, 1818-1909",,Tragoediae,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/100833194,1910,312 p.,,,,Hathi Trust,University of California,,
84035 : Aeschylus,"Weil, Henri, 1818-1909",,Tragoediae,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/008418901,1884,312 p.,,,,Hathi Trust,Columbia University,,
84058 : Euripides,"Nauck, August, 1822-1892",,Tragoediae,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/012303961,1892,,3 v.,,,Hathi Trust,University of Minnesota,,
89741 : Sophocles,"Mekler, S. (Siegfried), 1852-1912; Dindorf, Wilhelm, 1802-1883",,Tragoediae ex recensione Guilelmi Dindorfii.,Lipsiae,B.G. Teubner,1887,https://catalog.hathitrust.org/Record/009774962,1887,365 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89698 : Richter, Gustav, 1838-1904; 84134 : Peiper, Rudolf, 1834-1898",,"Tragoediae, accedunt incertae originis tragoediae tres",Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/011529978,1867,592 p.,,,,Hathi Trust,Harvard University,,
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89698 : Richter, Gustav, 1838-1904; 84134 : Peiper, Rudolf, 1834-1898",,"Tragoediae, accedvnt incertae originis tragoediae tres",Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/012202875,1867,592 p.,,,,Hathi Trust,Cornell University,,
"44935: Justinus, Marcus Junianus","84107 : Jeep, Justus Wilhelm Linde, 1799-1884",,Trogi Pompei Historiarum philippicarum epitoma,Lipsiae,in aedibus B. G. Teubneri,1862,https://catalog.hathitrust.org/Record/100027065,1862,273 p.,,,,HathiTrust,University of Minnesota,,
"70809 : Albert, von Stade, -approximately 1260; 44884 : Hildebert, Archbishop of Tours","Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877",,Troilus,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/100326582,1875,210 p.,,,,Hathi Trust,Harvard University,etc.; Troy (Extinct city); legends; Romances,
"70809 : Albert, von Stade, -approximately 1260; 44884 : Hildebert, Archbishop of Tours","Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877",,Troilus Alberti Stadensis,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/001221702,1875,210 p.,,,,HathiTrust,Harvard University,Legends.; Troy (Extinct city),
"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,Tusculanarum disputationum. Libri quinque.,Lipsiae,B. G. Teubner,1891,https://catalog.hathitrust.org/Record/001808317,1891,466 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
45927 : Valerius Maximus,"89560 : Halm, Karl, 1809-1882",,Valeri Maximi Factorum et dictorum memorabilium libri novem: Iulii Paridis et Ianuarii Nepotiani epitomis adiectis,Lipsiae,in aedibus Teubnerianis,1865,https://catalog.hathitrust.org/Record/009274468,1865,544 p.,,,,Hathi Trust,Universidad Complutense de Madrid,,
"45927 : Valerius Maximus; 44908 : Nepotianus, Januarius; 44930 : Paris, Julius","84102 : Kempf, Carolus, 1819-1894",,Valerii Maximi Factorvm et dictorvm memorabilivm libri Novem.,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/100319672,1888,672 p.,,,,HathiTrust,Harvard University,Rome; Civilization.; Social life and customs.,
"45927 : Valerius Maximus; 44908 : Nepotianus, Januarius; 44930 : Paris, Julius","84102 : Kempf, Carolus, 1819-1894",,Valerii Maximi Factorvm et dictorvm memorabilivm: libri Novem,Lipsiae,B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/100164125,1888,554 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,The Ohio State University,Rome; Civilization.; Social life and customs.,
"44793 : Catullus, Gaius Valerius","84141 : Rossbach, August, 1823-1898",,Veronensis liber.,Lipsiae,in aedibus B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/009774993,1860,76 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,,
,"Weber, Ernestus; Thederingus, Hermann; Gruterus, Janus, 1560-1627; Melissus, Paulus, 1539-1602; 71395 : Hessus, Helius Eobanus, 1488-1540; Meurer, Wolfgang, 1513-1585",,"Virorum clarorum saeculi XVI et XVII epistolae selectae, e codicibus manuscriptis Gottingensibus",Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/100390589,1894,195 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,Medieval and modern.; Latin letters,
,"Künstle, Karl, 1859-1932",,Vita Sanctae Genovefae virginis Parisiorum patronae,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/005797595,1910,20 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Wisconsin - Madison,,
"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882",,Vitae,Lipsiae,in aedibus B. G. Teubneri,1883,https://catalog.hathitrust.org/Record/001809221,1883,118 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
,"Brummer, Jacob",,Vitae Vergilianae,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/001221689,1912,74 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
"45078 : Nepos, Cornelius",,,Vitae: Post carolum halmium,Lipsiae,B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009035334,1898,118 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
"45443 : Vitruvius Pollio; 45032 : Cetius Faventinus, Marcus","84140 : Rose, Valentin, 1829-1916",,Vitruvii De architectura libri decem.,Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100841634,1899,317 p.,,,,Hathi Trust,The Getty Research Institute,Early works to 1800; Architecture,
45443 : Vitruvius Pollio,,,Vitruvii De architectura libri decem. Iterum edidit Valentinus Rose. [Bibliotheca scriptorum Graecorum et Romanorum Teubneriana.],Lipsiae,B. G. Teubner,1899,https://catalog.hathitrust.org/Record/001810783,1899,317 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
,"Baehrens, W. A. (Willem Adolf), 1885-1929; 84045 : Baehrens, Emil, 1848-1888",,XII panegyrici latini; post Aemilium Baehrensiuri iterum recensuit Guilielmus Baehrens.,Lipisiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/001724573,1911,326 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S. r.],Hathi Trust,University of Michigan,,
,"84045 : Baehrens, Emil, 1848-1888",,XII panegyrici latini.,Lipsiae,in aedibus B. G. Teubneri,1874,https://catalog.hathitrust.org/Record/001724572,1874,324 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,Hathi Trust,Harvard University,,
"49624 : Donatus, Tiberius Claudius; Georges, Heinrich, 1852-1921",,,Tiberi Claudi Donati ad Tiberium Claudium Maximum Donatianum filium suum Interpretationes Vergilianae; primum ad vetustissimorum codicum fidem recognitas edidit Henricus Georgii ...,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/001769478,1905,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
"45498 : Vallauri, Tommaso",,,Thomae Vallaurii Opuscvla varia.,Augustae Taurinorum,ex officina A. Salesiani,1875,https://catalog.hathitrust.org/Record/100739981,1875,416 p.,,,,Hathi Trust,University of Chicago,COPIED TO NOT TEUBNER; Latin philology,
,,,"Thesaurus linguae latinae, editus auctoritate et consilio academiarum quinque Germanicarum Berolinensis Gottingensis Lipsiensis Monacensis Vindobenensis: index librorum scriptorum inscriptionum ex quibus exempla adferuntur.",Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100882733,1904,109 p.,,,,Hathi Trust,Michigan State University,Latin language; Dictionaries.,
,,,Thesaurus linguae Latinae,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/008895803,1900,,,,,Hathi Trust,University of California,fast; Latin language; Latin language.; Dictionaries.; (OCoLC)fst00993125; (OCoLC)fst01423826; Dictionnaires latins.; Dictionnaires.; gtt; Latijn.; Latin (Langue); Philologie latine,
"45396 : Statius, P. Papinius (Publius Papinius)","Klotz, Alfred, 1874-1956",,Thebais.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100322750,1908,,,,,Hathi Trust,Harvard University,,
"45336 : Plautus, Titus Maccius","89571 : Fleckeisen, Alfred, 1820-1899",,T. Macci Plavti Comoediae,Lipsiae,B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/001809466,1891,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
"45336 : Plautus, Titus Maccius","89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,T. Macci Plavti Comoediae,Oxonii,e Typographeo Clarendoniano,1903,https://catalog.hathitrust.org/Record/006794081,1903,,2 v.,,,Hathi Trust,Northwestern University,COPIED TO NOT TEUBNER,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plavti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100572737,1904,161 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign,,
"45336 : Plautus, Titus Maccius","89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,T. Macci Plavti Comoediae,Oxonii,e Typographeo Clarendoniano,1910,https://catalog.hathitrust.org/Record/007128539,1910,,2 v.,,,Hathi Trust,University of California,COPIED TO NOT TEUBNER,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plavti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/100642463,1896,165 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,Latin drama (Comedy),
"45336 : Plautus, Titus Maccius","84138 : Ritschl, Friedrich Wilhelm, 1806-1876; 89571 : Fleckeisen, Alfred, 1820-1899",,T. Macci Plavti Comoediae,Lipsiae,B.G. Teubneri,1879,https://catalog.hathitrust.org/Record/011665884,1879,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
"45336 : Plautus, Titus Maccius","89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,T. Macci Plavti Comeodiae,Oxonii,e Typographeo Clarendoniano,1903,https://catalog.hathitrust.org/Record/001809469,1903,,2 v.,,,Hathi Trust,University of Michigan,COPIED TO NOT TEUBNER,
"45336 : Plautus, Titus Maccius","Ribbeck, Otto, 1827-1898",,T. Macci Plauti Miles gloriosus.,Lipsiae,in aedibus B. G. Teubneri,1881,https://catalog.hathitrust.org/Record/009624033,1881,106 p.,,,,Hathi Trust,Harvard University,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plauti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/008910456,1895,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plauti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/009789370,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
"45336 : Plautus, Titus Maccius","84138 : Ritschl, Friedrich Wilhelm, 1806-1876",,T. Macci Plauti comoediae,Lipsiae,in aedibus B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/008691966,1871,,4 v.,,,Hathi Trust,New York Public Library,,
"45336 : Plautus, Titus Maccius","89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,T. Macci Plauti Comoediae,Oxonii,E Typographeo Clarendoniano,1913,https://catalog.hathitrust.org/Record/100151662,1913,,2 v.,,,Hathi Trust,Cornell University,COPIED TO NOT TEUBNER,
"45336 : Plautus, Titus Maccius","84089 : Goetz, Georg, 1849-1932; 84176 : Schöll, Fritz, 1850-1919",,T. Macci Plauti Comoediae,,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/007517337,1901,,,,,Hathi Trust,Pennsylvania State University,,
"45336 : Plautus, Titus Maccius","89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,T. Macci Plauti Comoediae,Oxonii,e Typographeo Clarendoniano,1903,https://catalog.hathitrust.org/Record/008920124,1903,,2 v.,,,Hathi Trust,Princeton University,COPIED TO NOT TEUBNER,
"45336 : Plautus, Titus Maccius","89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,T. Macci Plauti Comoediae,Oxonii,e Typographeo Clarendoniano,1905,https://catalog.hathitrust.org/Record/012289475,1905,,2 v.,,,Hathi Trust,Pennsylvania State University,COPIED TO NOT TEUBNER,
